train_number,coach_number,class,num_seats,price_per_km
00109,S4,2S,84,1
00111,A1,1A,48,6
00111,A2,1A,48,6
00111,A3,1A,48,6
00111,A4,1A,48,6
00111,A5,1A,48,6
00111,B1,2A,56,4
00111,C1,3A,56,2
00111,C2,3A,56,2
00111,C3,3A,56,2
00111,C4,3A,56,2
00111,C5,3A,56,2
00111,D1,3E,72,4
00111,E1,EC,72,5
00111,E2,EC,72,5
00111,E3,EC,72,5
00111,E4,EC,72,5
00111,F1,CC,72,3
00111,F2,CC,72,3
00111,F3,CC,72,3
00111,S1,SL,84,1.5
00111,S2,SL,84,1.5
00111,S1,2S,84,1
00111,S2,2S,84,1
00111,S3,2S,84,1
00111,S4,2S,84,1
00112,A1,1A,48,6
00112,A2,1A,48,6
00112,B1,2A,56,4
00112,B2,2A,56,4
00112,B3,2A,56,4
00112,B4,2A,56,4
00112,B5,2A,56,4
00112,C1,3A,56,2
00112,C2,3A,56,2
00112,C3,3A,56,2
00112,C4,3A,56,2
00112,C5,3A,56,2
00112,D1,3E,72,4
00112,D2,3E,72,4
00112,D3,3E,72,4
00112,E1,EC,72,5
00112,E2,EC,72,5
00112,E3,EC,72,5
00112,E4,EC,72,5
00112,E5,EC,72,5
00112,F1,CC,72,3
00112,F2,CC,72,3
00112,F3,CC,72,3
00112,F4,CC,72,3
00112,F5,CC,72,3
00112,S1,SL,84,1.5
00112,S2,SL,84,1.5
00112,S3,SL,84,1.5
00112,S4,SL,84,1.5
00112,S1,2S,84,1
00112,S2,2S,84,1
00112,S3,2S,84,1
00112,S4,2S,84,1
00112,S5,2S,84,1
00116,A1,1A,48,6
00116,A2,1A,48,6
00116,A3,1A,48,6
00116,A4,1A,48,6
00116,A5,1A,48,6
00116,B1,2A,56,4
00116,B2,2A,56,4
00116,B3,2A,56,4
00116,B4,2A,56,4
00116,B5,2A,56,4
00116,C1,3A,56,2
00116,C2,3A,56,2
00116,C3,3A,56,2
00116,C4,3A,56,2
00116,D1,3E,72,4
00116,E1,EC,72,5
00116,E2,EC,72,5
00116,E3,EC,72,5
00116,E4,EC,72,5
00116,F1,CC,72,3
00116,F2,CC,72,3
00116,F3,CC,72,3
00116,F4,CC,72,3
00116,S1,SL,84,1.5
00116,S2,SL,84,1.5
00116,S3,SL,84,1.5
00116,S4,SL,84,1.5
00116,S5,SL,84,1.5
00116,S1,2S,84,1
00116,S2,2S,84,1
00120,A1,1A,48,6
00120,B1,2A,56,4
00120,B2,2A,56,4
00120,B3,2A,56,4
00120,B4,2A,56,4
00120,C1,3A,56,2
00120,C2,3A,56,2
00120,C3,3A,56,2
00120,C4,3A,56,2
00120,C5,3A,56,2
00120,D1,3E,72,4
00120,E1,EC,72,5
00120,E2,EC,72,5
00120,E3,EC,72,5
00120,F1,CC,72,3
00120,F2,CC,72,3
00120,F3,CC,72,3
00120,F4,CC,72,3
00120,S1,SL,84,1.5
00120,S1,2S,84,1
00120,S2,2S,84,1
00120,S3,2S,84,1
00120,S4,2S,84,1
00222,A1,1A,48,6
00222,A2,1A,48,6
00222,B1,2A,56,4
00222,B2,2A,56,4
00222,C1,3A,56,2
00222,D1,3E,72,4
00222,D2,3E,72,4
00222,D3,3E,72,4
00222,D4,3E,72,4
00222,D5,3E,72,4
00222,E1,EC,72,5
00222,F1,CC,72,3
00222,F2,CC,72,3
00222,F3,CC,72,3
00222,F4,CC,72,3
00222,S1,SL,84,1.5
00222,S1,2S,84,1
00405,A1,1A,48,6
00405,A2,1A,48,6
00405,A3,1A,48,6
00405,B1,2A,56,4
00405,B2,2A,56,4
00405,B3,2A,56,4
00405,C1,3A,56,2
00405,C2,3A,56,2
00405,C3,3A,56,2
00405,C4,3A,56,2
00405,C5,3A,56,2
00405,D1,3E,72,4
00405,D2,3E,72,4
00405,D3,3E,72,4
00405,D4,3E,72,4
00405,D5,3E,72,4
00405,E1,EC,72,5
00405,E2,EC,72,5
00405,E3,EC,72,5
00405,E4,EC,72,5
00405,F1,CC,72,3
00405,S1,SL,84,1.5
00405,S2,SL,84,1.5
00405,S3,SL,84,1.5
00405,S4,SL,84,1.5
00405,S5,SL,84,1.5
00405,S1,2S,84,1
00405,S2,2S,84,1
00405,S3,2S,84,1
00407,A1,1A,48,6
00407,A2,1A,48,6
00407,A3,1A,48,6
00407,A4,1A,48,6
00407,B1,2A,56,4
00407,C1,3A,56,2
00407,C2,3A,56,2
00407,C3,3A,56,2
00407,C4,3A,56,2
00407,D1,3E,72,4
00407,D2,3E,72,4
00407,E1,EC,72,5
00407,E2,EC,72,5
00407,E3,EC,72,5
00407,F1,CC,72,3
00407,F2,CC,72,3
00407,F3,CC,72,3
00407,S1,SL,84,1.5
00407,S2,SL,84,1.5
00407,S3,SL,84,1.5
00407,S4,SL,84,1.5
00407,S1,2S,84,1
00407,S2,2S,84,1
00425,A1,1A,48,6
00425,A2,1A,48,6
00425,A3,1A,48,6
00425,A4,1A,48,6
00425,B1,2A,56,4
00425,C1,3A,56,2
00425,C2,3A,56,2
00425,C3,3A,56,2
00425,C4,3A,56,2
00425,D1,3E,72,4
00425,D2,3E,72,4
00425,D3,3E,72,4
00425,E1,EC,72,5
00425,E2,EC,72,5
00425,E3,EC,72,5
00425,E4,EC,72,5
00425,E5,EC,72,5
00425,F1,CC,72,3
00425,F2,CC,72,3
00425,S1,SL,84,1.5
00425,S2,SL,84,1.5
00425,S3,SL,84,1.5
00425,S1,2S,84,1
00425,S2,2S,84,1
00425,S3,2S,84,1
00429,A1,1A,48,6
00429,A2,1A,48,6
00429,A3,1A,48,6
00429,B1,2A,56,4
00429,C1,3A,56,2
00429,C2,3A,56,2
00429,C3,3A,56,2
00429,D1,3E,72,4
00429,D2,3E,72,4
00429,D3,3E,72,4
00429,D4,3E,72,4
00429,D5,3E,72,4
00429,E1,EC,72,5
00429,E2,EC,72,5
00429,F1,CC,72,3
00429,F2,CC,72,3
00429,F3,CC,72,3
00429,F4,CC,72,3
00429,S1,SL,84,1.5
00429,S2,SL,84,1.5
00429,S1,2S,84,1
00429,S2,2S,84,1
00429,S3,2S,84,1
00445,A1,1A,48,6
00445,A2,1A,48,6
00445,B1,2A,56,4
00445,B2,2A,56,4
00445,B3,2A,56,4
00445,B4,2A,56,4
00445,C1,3A,56,2
00445,C2,3A,56,2
00445,C3,3A,56,2
00445,D1,3E,72,4
00445,D2,3E,72,4
00445,D3,3E,72,4
00445,E1,EC,72,5
00445,E2,EC,72,5
00445,F1,CC,72,3
00445,F2,CC,72,3
00445,F3,CC,72,3
00445,F4,CC,72,3
00445,F5,CC,72,3
00445,S1,SL,84,1.5
00445,S2,SL,84,1.5
00445,S3,SL,84,1.5
00445,S4,SL,84,1.5
00445,S1,2S,84,1
00445,S2,2S,84,1
00445,S3,2S,84,1
00501,A1,1A,48,6
00501,B1,2A,56,4
00501,B2,2A,56,4
00501,B3,2A,56,4
00501,C1,3A,56,2
00501,C2,3A,56,2
00501,D1,3E,72,4
00501,E1,EC,72,5
00501,E2,EC,72,5
00501,F1,CC,72,3
00501,F2,CC,72,3
00501,F3,CC,72,3
00501,F4,CC,72,3
00501,F5,CC,72,3
00501,S1,SL,84,1.5
00501,S2,SL,84,1.5
00501,S3,SL,84,1.5
00501,S4,SL,84,1.5
00501,S5,SL,84,1.5
00501,S1,2S,84,1
00501,S2,2S,84,1
00501,S3,2S,84,1
00501,S4,2S,84,1
00501,S5,2S,84,1
00502,A1,1A,48,6
00502,B1,2A,56,4
00502,B2,2A,56,4
00502,B3,2A,56,4
00502,C1,3A,56,2
00502,C2,3A,56,2
00502,C3,3A,56,2
00502,D1,3E,72,4
00502,D2,3E,72,4
00502,D3,3E,72,4
00502,E1,EC,72,5
00502,E2,EC,72,5
00502,E3,EC,72,5
00502,E4,EC,72,5
00502,E5,EC,72,5
00502,F1,CC,72,3
00502,S1,SL,84,1.5
00502,S2,SL,84,1.5
00502,S1,2S,84,1
00502,S2,2S,84,1
00506,A1,1A,48,6
00506,A2,1A,48,6
00506,A3,1A,48,6
00506,B1,2A,56,4
00506,C1,3A,56,2
00506,D1,3E,72,4
00506,E1,EC,72,5
00506,F1,CC,72,3
00506,F2,CC,72,3
00506,S1,SL,84,1.5
00506,S2,SL,84,1.5
00506,S3,SL,84,1.5
00506,S4,SL,84,1.5
00506,S1,2S,84,1
00506,S2,2S,84,1
00605,A1,1A,48,6
00605,A2,1A,48,6
00605,A3,1A,48,6
00605,A4,1A,48,6
00605,B1,2A,56,4
00605,B2,2A,56,4
00605,B3,2A,56,4
00605,B4,2A,56,4
00605,C1,3A,56,2
00605,C2,3A,56,2
00605,C3,3A,56,2
00605,C4,3A,56,2
00605,D1,3E,72,4
00605,E1,EC,72,5
00605,E2,EC,72,5
00605,E3,EC,72,5
00605,E4,EC,72,5
00605,E5,EC,72,5
00605,F1,CC,72,3
00605,S1,SL,84,1.5
00605,S2,SL,84,1.5
00605,S3,SL,84,1.5
00605,S4,SL,84,1.5
00605,S5,SL,84,1.5
00605,S1,2S,84,1
00605,S2,2S,84,1
00605,S3,2S,84,1
00605,S4,2S,84,1
00606,A1,1A,48,6
00606,B1,2A,56,4
00606,B2,2A,56,4
00606,B3,2A,56,4
00606,B4,2A,56,4
00606,B5,2A,56,4
00606,C1,3A,56,2
00606,D1,3E,72,4
00606,E1,EC,72,5
00606,E2,EC,72,5
00606,E3,EC,72,5
00606,E4,EC,72,5
00606,E5,EC,72,5
00606,F1,CC,72,3
00606,S1,SL,84,1.5
00606,S2,SL,84,1.5
00606,S1,2S,84,1
00606,S2,2S,84,1
00608,A1,1A,48,6
00608,B1,2A,56,4
00608,C1,3A,56,2
00608,C2,3A,56,2
00608,C3,3A,56,2
00608,D1,3E,72,4
00608,E1,EC,72,5
00608,E2,EC,72,5
00608,F1,CC,72,3
00608,F2,CC,72,3
00608,F3,CC,72,3
00608,F4,CC,72,3
00608,S1,SL,84,1.5
00608,S2,SL,84,1.5
00608,S1,2S,84,1
00608,S2,2S,84,1
00608,S3,2S,84,1
00609,A1,1A,48,6
00609,A2,1A,48,6
00609,B1,2A,56,4
00609,B2,2A,56,4
00609,C1,3A,56,2
00609,C2,3A,56,2
00609,C3,3A,56,2
00609,C4,3A,56,2
00609,D1,3E,72,4
00609,D2,3E,72,4
00609,D3,3E,72,4
00609,D4,3E,72,4
00609,E1,EC,72,5
00609,E2,EC,72,5
00609,E3,EC,72,5
00609,F1,CC,72,3
00609,F2,CC,72,3
00609,F3,CC,72,3
00609,S1,SL,84,1.5
00609,S2,SL,84,1.5
00609,S3,SL,84,1.5
00609,S4,SL,84,1.5
00609,S1,2S,84,1
00609,S2,2S,84,1
00610,A1,1A,48,6
00610,B1,2A,56,4
00610,B2,2A,56,4
00610,B3,2A,56,4
00610,C1,3A,56,2
00610,C2,3A,56,2
00610,D1,3E,72,4
00610,D2,3E,72,4
00610,D3,3E,72,4
00610,D4,3E,72,4
00610,D5,3E,72,4
00610,E1,EC,72,5
00610,E2,EC,72,5
00610,F1,CC,72,3
00610,F2,CC,72,3
00610,S1,SL,84,1.5
00610,S2,SL,84,1.5
00610,S3,SL,84,1.5
00610,S4,SL,84,1.5
00610,S1,2S,84,1
00610,S2,2S,84,1
00610,S3,2S,84,1
00611,A1,1A,48,6
00611,A2,1A,48,6
00611,A3,1A,48,6
00611,B1,2A,56,4
00611,C1,3A,56,2
00611,C2,3A,56,2
00611,C3,3A,56,2
00611,C4,3A,56,2
00611,D1,3E,72,4
00611,D2,3E,72,4
00611,D3,3E,72,4
00611,D4,3E,72,4
00611,D5,3E,72,4
00611,E1,EC,72,5
00611,F1,CC,72,3
00611,F2,CC,72,3
00611,F3,CC,72,3
00611,F4,CC,72,3
00611,S1,SL,84,1.5
00611,S2,SL,84,1.5
00611,S3,SL,84,1.5
00611,S4,SL,84,1.5
00611,S1,2S,84,1
00611,S2,2S,84,1
00611,S3,2S,84,1
00611,S4,2S,84,1
00612,A1,1A,48,6
00612,A2,1A,48,6
00612,A3,1A,48,6
00612,A4,1A,48,6
00612,A5,1A,48,6
00612,B1,2A,56,4
00612,B2,2A,56,4
00612,C1,3A,56,2
00612,C2,3A,56,2
00612,C3,3A,56,2
00612,C4,3A,56,2
00612,C5,3A,56,2
00612,D1,3E,72,4
00612,D2,3E,72,4
00612,D3,3E,72,4
00612,D4,3E,72,4
00612,D5,3E,72,4
00612,E1,EC,72,5
00612,E2,EC,72,5
00612,E3,EC,72,5
00612,E4,EC,72,5
00612,F1,CC,72,3
00612,F2,CC,72,3
00612,F3,CC,72,3
00612,F4,CC,72,3
00612,F5,CC,72,3
00612,S1,SL,84,1.5
00612,S2,SL,84,1.5
00612,S3,SL,84,1.5
00612,S1,2S,84,1
00612,S2,2S,84,1
00612,S3,2S,84,1
00613,A1,1A,48,6
00613,B1,2A,56,4
00613,B2,2A,56,4
00613,B3,2A,56,4
00613,B4,2A,56,4
00613,B5,2A,56,4
00613,C1,3A,56,2
00613,C2,3A,56,2
00613,C3,3A,56,2
00613,C4,3A,56,2
00613,C5,3A,56,2
00613,D1,3E,72,4
00613,E1,EC,72,5
00613,E2,EC,72,5
00613,E3,EC,72,5
00613,E4,EC,72,5
00613,E5,EC,72,5
00613,F1,CC,72,3
00613,F2,CC,72,3
00613,F3,CC,72,3
00613,S1,SL,84,1.5
00613,S2,SL,84,1.5
00613,S3,SL,84,1.5
00613,S4,SL,84,1.5
00613,S1,2S,84,1
00614,A1,1A,48,6
00614,A2,1A,48,6
00614,A3,1A,48,6
00614,A4,1A,48,6
00614,A5,1A,48,6
00614,B1,2A,56,4
00614,C1,3A,56,2
00614,C2,3A,56,2
00614,C3,3A,56,2
00614,D1,3E,72,4
00614,D2,3E,72,4
00614,D3,3E,72,4
00614,D4,3E,72,4
00614,E1,EC,72,5
00614,E2,EC,72,5
00614,E3,EC,72,5
00614,F1,CC,72,3
00614,S1,SL,84,1.5
00614,S2,SL,84,1.5
00614,S3,SL,84,1.5
00614,S1,2S,84,1
00615,A1,1A,48,6
00615,B1,2A,56,4
00615,B2,2A,56,4
00615,B3,2A,56,4
00615,C1,3A,56,2
00615,C2,3A,56,2
00615,D1,3E,72,4
00615,D2,3E,72,4
00615,D3,3E,72,4
00615,D4,3E,72,4
00615,E1,EC,72,5
00615,E2,EC,72,5
00615,E3,EC,72,5
00615,E4,EC,72,5
00615,E5,EC,72,5
00615,F1,CC,72,3
00615,F2,CC,72,3
00615,F3,CC,72,3
00615,S1,SL,84,1.5
00615,S2,SL,84,1.5
00615,S3,SL,84,1.5
00615,S1,2S,84,1
00615,S2,2S,84,1
00617,A1,1A,48,6
00617,A2,1A,48,6
00617,B1,2A,56,4
00617,C1,3A,56,2
00617,D1,3E,72,4
00617,D2,3E,72,4
00617,D3,3E,72,4
00617,E1,EC,72,5
00617,E2,EC,72,5
00617,E3,EC,72,5
00617,F1,CC,72,3
00617,F2,CC,72,3
00617,F3,CC,72,3
00617,S1,SL,84,1.5
00617,S2,SL,84,1.5
00617,S3,SL,84,1.5
00617,S4,SL,84,1.5
00617,S1,2S,84,1
00617,S2,2S,84,1
00617,S3,2S,84,1
00617,S4,2S,84,1
00617,S5,2S,84,1
00618,A1,1A,48,6
00618,A2,1A,48,6
00618,B1,2A,56,4
00618,B2,2A,56,4
00618,B3,2A,56,4
00618,C1,3A,56,2
00618,C2,3A,56,2
00618,D1,3E,72,4
00618,E1,EC,72,5
00618,E2,EC,72,5
00618,E3,EC,72,5
00618,E4,EC,72,5
00618,E5,EC,72,5
00618,F1,CC,72,3
00618,F2,CC,72,3
00618,F3,CC,72,3
00618,F4,CC,72,3
00618,F5,CC,72,3
00618,S1,SL,84,1.5
00618,S1,2S,84,1
00618,S2,2S,84,1
00618,S3,2S,84,1
00618,S4,2S,84,1
00621,A1,1A,48,6
00621,A2,1A,48,6
00621,A3,1A,48,6
00621,B1,2A,56,4
00621,B2,2A,56,4
00621,B3,2A,56,4
00621,B4,2A,56,4
00621,B5,2A,56,4
00621,C1,3A,56,2
00621,C2,3A,56,2
00621,C3,3A,56,2
00621,C4,3A,56,2
00621,C5,3A,56,2
00621,D1,3E,72,4
00621,D2,3E,72,4
00621,D3,3E,72,4
00621,E1,EC,72,5
00621,E2,EC,72,5
00621,F1,CC,72,3
00621,F2,CC,72,3
00621,F3,CC,72,3
00621,F4,CC,72,3
00621,F5,CC,72,3
00621,S1,SL,84,1.5
00621,S2,SL,84,1.5
00621,S3,SL,84,1.5
00621,S1,2S,84,1
00621,S2,2S,84,1
00621,S3,2S,84,1
00621,S4,2S,84,1
00622,A1,1A,48,6
00622,A2,1A,48,6
00622,A3,1A,48,6
00622,A4,1A,48,6
00622,A5,1A,48,6
00622,B1,2A,56,4
00622,C1,3A,56,2
00622,D1,3E,72,4
00622,D2,3E,72,4
00622,D3,3E,72,4
00622,D4,3E,72,4
00622,D5,3E,72,4
00622,E1,EC,72,5
00622,F1,CC,72,3
00622,F2,CC,72,3
00622,S1,SL,84,1.5
00622,S2,SL,84,1.5
00622,S3,SL,84,1.5
00622,S1,2S,84,1
00622,S2,2S,84,1
00622,S3,2S,84,1
00622,S4,2S,84,1
00623,A1,1A,48,6
00623,B1,2A,56,4
00623,B2,2A,56,4
00623,B3,2A,56,4
00623,B4,2A,56,4
00623,B5,2A,56,4
00623,C1,3A,56,2
00623,C2,3A,56,2
00623,C3,3A,56,2
00623,C4,3A,56,2
00623,D1,3E,72,4
00623,D2,3E,72,4
00623,D3,3E,72,4
00623,D4,3E,72,4
00623,D5,3E,72,4
00623,E1,EC,72,5
00623,E2,EC,72,5
00623,E3,EC,72,5
00623,F1,CC,72,3
00623,F2,CC,72,3
00623,F3,CC,72,3
00623,S1,SL,84,1.5
00623,S2,SL,84,1.5
00623,S3,SL,84,1.5
00623,S4,SL,84,1.5
00623,S1,2S,84,1
00623,S2,2S,84,1
00623,S3,2S,84,1
00623,S4,2S,84,1
00624,A1,1A,48,6
00624,A2,1A,48,6
00624,B1,2A,56,4
00624,B2,2A,56,4
00624,C1,3A,56,2
00624,C2,3A,56,2
00624,C3,3A,56,2
00624,C4,3A,56,2
00624,D1,3E,72,4
00624,D2,3E,72,4
00624,D3,3E,72,4
00624,E1,EC,72,5
00624,E2,EC,72,5
00624,E3,EC,72,5
00624,F1,CC,72,3
00624,F2,CC,72,3
00624,F3,CC,72,3
00624,F4,CC,72,3
00624,F5,CC,72,3
00624,S1,SL,84,1.5
00624,S2,SL,84,1.5
00624,S1,2S,84,1
00624,S2,2S,84,1
00624,S3,2S,84,1
00624,S4,2S,84,1
00624,S5,2S,84,1
00632,A1,1A,48,6
00632,A2,1A,48,6
00632,A3,1A,48,6
00632,A4,1A,48,6
00632,B1,2A,56,4
00632,C1,3A,56,2
00632,C2,3A,56,2
00632,C3,3A,56,2
00632,C4,3A,56,2
00632,D1,3E,72,4
00632,D2,3E,72,4
00632,E1,EC,72,5
00632,E2,EC,72,5
00632,E3,EC,72,5
00632,E4,EC,72,5
00632,E5,EC,72,5
00632,F1,CC,72,3
00632,F2,CC,72,3
00632,F3,CC,72,3
00632,S1,SL,84,1.5
00632,S2,SL,84,1.5
00632,S3,SL,84,1.5
00632,S1,2S,84,1
00632,S2,2S,84,1
00632,S3,2S,84,1
00632,S4,2S,84,1
00632,S5,2S,84,1
00641,A1,1A,48,6
00641,A2,1A,48,6
00641,A3,1A,48,6
00641,A4,1A,48,6
00641,A5,1A,48,6
00641,B1,2A,56,4
00641,B2,2A,56,4
00641,B3,2A,56,4
00641,B4,2A,56,4
00641,B5,2A,56,4
00641,C1,3A,56,2
00641,C2,3A,56,2
00641,C3,3A,56,2
00641,C4,3A,56,2
00641,D1,3E,72,4
00641,D2,3E,72,4
00641,E1,EC,72,5
00641,E2,EC,72,5
00641,F1,CC,72,3
00641,F2,CC,72,3
00641,S1,SL,84,1.5
00641,S2,SL,84,1.5
00641,S3,SL,84,1.5
00641,S1,2S,84,1
00643,A1,1A,48,6
00643,A2,1A,48,6
00643,B1,2A,56,4
00643,C1,3A,56,2
00643,C2,3A,56,2
00643,C3,3A,56,2
00643,D1,3E,72,4
00643,D2,3E,72,4
00643,D3,3E,72,4
00643,E1,EC,72,5
00643,F1,CC,72,3
00643,F2,CC,72,3
00643,F3,CC,72,3
00643,F4,CC,72,3
00643,S1,SL,84,1.5
00643,S2,SL,84,1.5
00643,S3,SL,84,1.5
00643,S4,SL,84,1.5
00643,S1,2S,84,1
00643,S2,2S,84,1
00643,S3,2S,84,1
00643,S4,2S,84,1
00643,S5,2S,84,1
00645,A1,1A,48,6
00645,A2,1A,48,6
00645,A3,1A,48,6
00645,B1,2A,56,4
00645,B2,2A,56,4
00645,B3,2A,56,4
00645,B4,2A,56,4
00645,C1,3A,56,2
00645,D1,3E,72,4
00645,E1,EC,72,5
00645,E2,EC,72,5
00645,F1,CC,72,3
00645,F2,CC,72,3
00645,F3,CC,72,3
00645,S1,SL,84,1.5
00645,S2,SL,84,1.5
00645,S1,2S,84,1
00645,S2,2S,84,1
00645,S3,2S,84,1
00645,S4,2S,84,1
00651,A1,1A,48,6
00651,B1,2A,56,4
00651,B2,2A,56,4
00651,B3,2A,56,4
00651,B4,2A,56,4
00651,B5,2A,56,4
00651,C1,3A,56,2
00651,D1,3E,72,4
00651,D2,3E,72,4
00651,D3,3E,72,4
00651,D4,3E,72,4
00651,D5,3E,72,4
00651,E1,EC,72,5
00651,E2,EC,72,5
00651,E3,EC,72,5
00651,E4,EC,72,5
00651,E5,EC,72,5
00651,F1,CC,72,3
00651,F2,CC,72,3
00651,F3,CC,72,3
00651,F4,CC,72,3
00651,S1,SL,84,1.5
00651,S2,SL,84,1.5
00651,S3,SL,84,1.5
00651,S4,SL,84,1.5
00651,S1,2S,84,1
00651,S2,2S,84,1
00651,S3,2S,84,1
00651,S4,2S,84,1
00651,S5,2S,84,1
00652,A1,1A,48,6
00652,A2,1A,48,6
00652,A3,1A,48,6
00652,A4,1A,48,6
00652,A5,1A,48,6
00652,B1,2A,56,4
00652,B2,2A,56,4
00652,B3,2A,56,4
00652,B4,2A,56,4
00652,C1,3A,56,2
00652,C2,3A,56,2
00652,C3,3A,56,2
00652,C4,3A,56,2
00652,D1,3E,72,4
00652,D2,3E,72,4
00652,D3,3E,72,4
00652,D4,3E,72,4
00652,D5,3E,72,4
00652,E1,EC,72,5
00652,F1,CC,72,3
00652,F2,CC,72,3
00652,S1,SL,84,1.5
00652,S2,SL,84,1.5
00652,S3,SL,84,1.5
00652,S1,2S,84,1
00653,A1,1A,48,6
00653,A2,1A,48,6
00653,A3,1A,48,6
00653,A4,1A,48,6
00653,B1,2A,56,4
00653,C1,3A,56,2
00653,C2,3A,56,2
00653,C3,3A,56,2
00653,D1,3E,72,4
00653,E1,EC,72,5
00653,E2,EC,72,5
00653,F1,CC,72,3
00653,F2,CC,72,3
00653,S1,SL,84,1.5
00653,S2,SL,84,1.5
00653,S3,SL,84,1.5
00653,S1,2S,84,1
00653,S2,2S,84,1
00653,S3,2S,84,1
00653,S4,2S,84,1
00653,S5,2S,84,1
00654,A1,1A,48,6
00654,B1,2A,56,4
00654,B2,2A,56,4
00654,C1,3A,56,2
00654,C2,3A,56,2
00654,C3,3A,56,2
00654,D1,3E,72,4
00654,D2,3E,72,4
00654,D3,3E,72,4
00654,D4,3E,72,4
00654,E1,EC,72,5
00654,E2,EC,72,5
00654,E3,EC,72,5
00654,F1,CC,72,3
00654,F2,CC,72,3
00654,S1,SL,84,1.5
00654,S2,SL,84,1.5
00654,S3,SL,84,1.5
00654,S1,2S,84,1
00654,S2,2S,84,1
00654,S3,2S,84,1
00654,S4,2S,84,1
00655,A1,1A,48,6
00655,B1,2A,56,4
00655,C1,3A,56,2
00655,D1,3E,72,4
00655,D2,3E,72,4
00655,D3,3E,72,4
00655,D4,3E,72,4
00655,D5,3E,72,4
00655,E1,EC,72,5
00655,E2,EC,72,5
00655,E3,EC,72,5
00655,E4,EC,72,5
00655,E5,EC,72,5
00655,F1,CC,72,3
00655,S1,SL,84,1.5
00655,S2,SL,84,1.5
00655,S3,SL,84,1.5
00655,S1,2S,84,1
00655,S2,2S,84,1
00655,S3,2S,84,1
00655,S4,2S,84,1
00655,S5,2S,84,1
00657,A1,1A,48,6
00657,A2,1A,48,6
00657,A3,1A,48,6
00657,B1,2A,56,4
00657,B2,2A,56,4
00657,C1,3A,56,2
00657,C2,3A,56,2
00657,D1,3E,72,4
00657,E1,EC,72,5
00657,E2,EC,72,5
00657,F1,CC,72,3
00657,F2,CC,72,3
00657,F3,CC,72,3
00657,F4,CC,72,3
00657,S1,SL,84,1.5
00657,S2,SL,84,1.5
00657,S3,SL,84,1.5
00657,S4,SL,84,1.5
